hour,public_pct,public_ticks,special_pct,special_ticks,apt_name_pct,apt_ticks
0,73.36858475477115,82,40.84687081530097,82,41.637776139667885,82
1,73.00053379215633,84,41.36260233709969,84,42.51569124545852,84
2,73.80633774650896,84,42.52960832861638,84,43.72465536565166,84
3,74.82668589983646,84,43.803261121477625,84,45.2741986153901,84
4,75.88307230002053,84,45.33090458480357,84,46.87934544382621,84
5,76.81149724639481,84,48.32528227645801,84,49.91607767894235,84
6,77.53201566149312,84,53.49252628952323,84,54.97861449870849,84
7,80.2005874843606,104,64.42555446930189,104,65.15112550348253,104
8,80.34919346659235,138,73.49688338855181,138,73.97189579212817,138
9,78.41967995978294,109,76.19653987702537,109,76.79997455657988,109
10,78.18064633278807,108,78.54789939009854,108,78.95137950456791,108
11,78.39504878044525,107,79.57196741339442,107,79.63586129643596,107
12,78.26832261808036,107,79.56334463025526,107,79.64422548024173,107
13,78.15135135680835,109,78.58960937643435,109,78.91199719307846,109
14,77.37244593751845,112,77.33665036314994,112,77.80138776717509,112
15,76.95057380946432,116,75.79561316401822,116,76.48618317932934,116
16,75.90775955710072,107,71.85778671703821,107,72.50410112346364,107
17,76.06094253644578,97,69.55115392752292,97,70.28898931958452,97
18,76.29001293082395,84,66.17029240196132,84,67.31662073471863,84
19,74.10729631763661,84,60.28959814007621,84,61.7040550581117,84
20,72.06321829218273,93,50.05066119173394,93,51.58073791541532,93
21,70.16770271315589,96,45.2325880998008,96,46.37422319101239,96
22,69.8203751428629,85,42.32786669886644,85,43.36018575998945,85
23,71.25790382789666,72,43.840798945567755,72,44.904452262051116,72
